Date,Adj Close,Close,High,Low,Open,Volume
,ACC.OL,ACC.OL,ACC.OL,ACC.OL,ACC.OL,ACC.OL
2020-08-26,5.050000190734863,5.050000190734863,5.800000190734863,3.8499999046325684,4.000999927520752,21698394
2020-08-27,5.630000114440918,5.630000114440918,5.76800012588501,5.099999904632568,5.5,9639565
2020-08-28,5.051000118255615,5.051000118255615,5.679999828338623,4.820000171661377,5.639999866485596,12664954
2020-08-31,5.099999904632568,5.099999904632568,5.699999809265137,5.0,5.249000072479248,7700370
2020-09-01,4.320000171661377,4.320000171661377,5.300000190734863,4.101500034332275,5.159999847412109,6871728
2020-09-02,4.800000190734863,4.800000190734863,4.800000190734863,4.360000133514404,4.46999979019165,5476533
2020-09-03,4.590000152587891,4.590000152587891,4.947000026702881,4.559999942779541,4.94350004196167,3157860
2020-09-04,4.300000190734863,4.300000190734863,4.479000091552734,4.199999809265137,4.300000190734863,3782532
2020-09-07,4.646999835968018,4.646999835968018,4.679999828338623,4.360000133514404,4.388999938964844,3108565
2020-09-08,4.5304999351501465,4.5304999351501465,4.730000019073486,4.449999809265137,4.699999809265137,2890710
2020-09-09,4.429999828338623,4.429999828338623,4.531000137329102,4.360000133514404,4.519999980926514,1801471
2020-09-10,4.5,4.5,4.551499843597412,4.400000095367432,4.526000022888184,2271330
2020-09-11,4.585999965667725,4.585999965667725,4.800000190734863,4.5,4.599999904632568,2046932
2020-09-14,4.659999847412109,4.659999847412109,4.75,4.611000061035156,4.670000076293945,1186309
2020-09-15,4.650000095367432,4.650000095367432,4.710000038146973,4.5370001792907715,4.69950008392334,1207443
2020-09-16,5.300000190734863,5.300000190734863,5.5,4.710000038146973,4.710000038146973,7021869
2020-09-17,6.090000152587891,6.090000152587891,6.199999809265137,5.099999904632568,5.349999904632568,9103173
2020-09-18,5.900000095367432,5.900000095367432,6.51800012588501,5.800000190734863,6.1579999923706055,8066391
2020-09-21,6.559999942779541,6.559999942779541,6.960999965667725,5.400000095367432,6.139999866485596,12717563
2020-09-22,6.900000095367432,6.900000095367432,7.228000164031982,6.697000026702881,6.708000183105469,11522570
2020-09-23,7.050000190734863,7.050000190734863,7.593999862670898,7.019999980926514,7.070000171661377,8275286
2020-09-24,6.949999809265137,6.949999809265137,7.197999954223633,6.599999904632568,7.150000095367432,5547910
2020-09-25,6.5,6.5,7.0,6.0,7.0,5433903
2020-09-28,6.199999809265137,6.199999809265137,6.789999961853027,5.559999942779541,6.5,5617770
2020-09-29,5.789999961853027,5.789999961853027,6.050000190734863,5.553999900817871,6.050000190734863,4460780
2020-09-30,5.949999809265137,5.949999809265137,6.158999919891357,5.440000057220459,5.599999904632568,6403077
2020-10-01,5.739999771118164,5.739999771118164,5.940000057220459,5.5,5.650000095367432,2519173
2020-10-02,5.798999786376953,5.798999786376953,5.809999942779541,5.409999847412109,5.5960001945495605,2293480
2020-10-05,8.800000190734863,8.800000190734863,8.829999923706055,6.199999809265137,6.400000095367432,19369763
2020-10-06,8.5,8.5,10.699999809265137,8.305999755859375,9.14799976348877,25983385
2020-10-07,8.53600025177002,8.53600025177002,8.918999671936035,7.800000190734863,8.5,11284919
2020-10-08,8.319999694824219,8.319999694824219,9.085000038146973,8.199000358581543,8.897000312805176,5441724
2020-10-09,9.25,9.25,9.548999786376953,8.550999641418457,8.880000114440918,17940201
2020-10-12,9.788000106811523,9.788000106811523,10.29800033569336,9.420000076293945,9.420000076293945,13369361
2020-10-13,9.1899995803833,9.1899995803833,10.081999778747559,8.5,9.84000015258789,6210685
2020-10-14,8.880000114440918,8.880000114440918,9.229999542236328,8.329999923706055,9.1899995803833,4380642
2020-10-15,8.949999809265137,8.949999809265137,9.350000381469727,8.899999618530273,9.199999809265137,4790867
2020-10-16,9.1899995803833,9.1899995803833,9.394000053405762,8.904999732971191,9.199999809265137,1833207
2020-10-19,8.600000381469727,8.600000381469727,9.279999732971191,8.600000381469727,9.279999732971191,2309405
2020-10-20,8.053000450134277,8.053000450134277,8.600000381469727,7.882999897003174,8.600000381469727,4455526
2020-10-21,7.900000095367432,7.900000095367432,8.0600004196167,7.420000076293945,8.053000450134277,3112787
2020-10-22,8.100000381469727,8.100000381469727,8.699999809265137,8.100000381469727,8.520000457763672,2982676
2020-10-23,7.7230000495910645,7.7230000495910645,8.267000198364258,7.7230000495910645,8.260000228881836,1268070
2020-10-26,7.020999908447266,7.020999908447266,7.650000095367432,7.000999927520752,7.650000095367432,2865401
2020-10-27,7.199999809265137,7.199999809265137,7.2789998054504395,6.484000205993652,7.000999927520752,2930162
2020-10-28,7.159999847412109,7.159999847412109,7.2789998054504395,6.800000190734863,7.1529998779296875,2595953
2020-10-29,6.949999809265137,6.949999809265137,7.300000190734863,6.802000045776367,7.0,2030461
2020-10-30,7.039999961853027,7.039999961853027,7.2789998054504395,6.75,6.949999809265137,1113747
2020-11-02,7.451000213623047,7.451000213623047,7.682000160217285,7.034999847412109,7.400000095367432,2015794
2020-11-03,8.550000190734863,8.550000190734863,8.550000190734863,7.75,7.800000190734863,4283334
2020-11-04,8.59000015258789,8.59000015258789,8.598999977111816,8.100000381469727,8.446000099182129,2523969
2020-11-05,8.069999694824219,8.069999694824219,8.6899995803833,8.010000228881836,8.569999694824219,1956417
2020-11-06,8.5,8.5,8.532999992370605,7.861000061035156,8.050000190734863,1433879
2020-11-09,8.520000457763672,8.520000457763672,8.899999618530273,8.5,8.779999732971191,2820883
2020-11-10,8.199999809265137,8.199999809265137,8.54800033569336,8.0,8.460000038146973,1855215
2020-11-11,8.300000190734863,8.300000190734863,8.498000144958496,8.020000457763672,8.100000381469727,1479553
2020-11-12,8.300000190734863,8.300000190734863,8.420000076293945,8.138999938964844,8.300000190734863,679929
2020-11-13,8.300000190734863,8.300000190734863,8.300000190734863,8.100000381469727,8.295000076293945,902226
2020-11-16,8.369999885559082,8.369999885559082,8.5,8.300999641418457,8.317999839782715,1187976
2020-11-17,8.75,8.75,9.001999855041504,8.401000022888184,8.401000022888184,2489800
2020-11-18,9.083999633789062,9.083999633789062,9.199999809265137,8.649999618530273,8.699999809265137,2460414
2020-11-19,8.989999771118164,8.989999771118164,9.083999633789062,8.600000381469727,9.083999633789062,1657798
2020-11-20,9.25,9.25,9.350000381469727,8.800000190734863,8.989999771118164,2164733
2020-11-23,9.199999809265137,9.199999809265137,9.49899959564209,8.710000038146973,9.49899959564209,1886365
2020-11-24,8.843999862670898,8.843999862670898,9.27299976348877,8.800000190734863,9.199999809265137,1774981
2020-11-25,8.600000381469727,8.600000381469727,9.010000228881836,8.600000381469727,8.850000381469727,2480472
2020-11-26,8.8100004196167,8.8100004196167,9.0,8.600000381469727,8.600000381469727,692970
2020-11-27,9.300000190734863,9.300000190734863,9.300000190734863,8.8100004196167,8.899999618530273,1471264
2020-11-30,9.199999809265137,9.199999809265137,9.585000038146973,9.100000381469727,9.3100004196167,1786904
2020-12-01,9.5600004196167,9.5600004196167,9.699999809265137,9.26099967956543,9.399999618530273,1514952
2020-12-02,10.248000144958496,10.248000144958496,10.880000114440918,9.920000076293945,10.0,4603547
2020-12-03,9.979999542236328,9.979999542236328,10.5,9.666999816894531,10.479999542236328,1752165
2020-12-04,10.539999961853027,10.539999961853027,10.550000190734863,9.9399995803833,10.0,2784560
2020-12-07,11.958000183105469,11.958000183105469,12.0,10.442000389099121,10.800000190734863,4686252
2020-12-08,12.890000343322754,12.890000343322754,12.947999954223633,11.937999725341797,12.050000190734863,4415378
2020-12-09,13.0,13.0,13.199999809265137,12.20199966430664,13.0,4430043
2020-12-10,13.0,13.0,13.140000343322754,12.60200023651123,13.119999885559082,1706412
2020-12-11,12.640000343322754,12.640000343322754,13.197999954223633,11.960000038146973,12.9399995803833,1973412
2020-12-14,13.970000267028809,13.970000267028809,13.970000267028809,12.880000114440918,12.899999618530273,2166338
