Date,Adj Close,Close,High,Low,Open,Volume
,AKAST.OL,AKAST.OL,AKAST.OL,AKAST.OL,AKAST.OL,AKAST.OL
2010-01-04,9.280914306640625,18.63776206970215,18.70962905883789,18.206554412841797,18.206554412841797,6028754
2010-01-05,9.579143524169922,19.236661911010742,19.40435218811035,18.5898494720459,18.733585357666016,15718906
2010-01-06,9.889302253723145,19.859516143798828,20.2308349609375,19.40435218811035,19.40435218811035,17658187
2010-01-07,10.08613395690918,20.254791259765625,20.482372283935547,19.859516143798828,19.96731948852539,12076527
2010-01-08,9.966840744018555,20.015230178833008,20.43446159362793,19.775671005249023,20.398527145385742,7866820
2010-01-11,9.972805976867676,20.02720832824707,20.410505294799805,19.943363189697266,20.218856811523438,7830082
2010-01-12,9.686505317687988,19.4522647857666,20.170944213867188,19.260616302490234,20.003253936767578,9574310
2010-01-13,9.69843578338623,19.476221084594727,19.524133682250977,18.877321243286133,19.164793014526367,10599519
2010-01-14,9.978771209716797,20.039186477661133,20.039186477661133,19.69182586669922,19.883472442626953,14494152
2010-01-15,9.954912185668945,19.991275787353516,20.27874755859375,19.76369285583496,20.087099075317383,9650119
2010-01-18,9.960877418518066,20.003253936767578,20.039186477661133,19.76369285583496,19.883472442626953,2654984
2010-01-19,9.86544418334961,19.81160545349121,20.07512092590332,19.667869567871094,19.979297637939453,4591619
2010-01-20,9.746150970458984,19.572044372558594,20.194900512695312,19.428308486938477,19.71578025817871,11005225
2010-01-21,9.447921752929688,18.97314453125,19.87149429321289,18.961166381835938,19.727758407592773,15793397
2010-01-22,9.245125770568848,18.565893173217773,19.272594451904297,18.422157287597656,18.853364944458008,9726004
2010-01-25,9.203373908996582,18.48204803466797,19.033035278320312,18.206554412841797,18.44611358642578,7732666
2010-01-26,9.209339141845703,18.49402618408203,18.60182762145996,18.026884078979492,18.266443252563477,5340517
2010-01-27,9.286877632141113,18.64974021911621,18.889299392700195,18.17061996459961,18.350290298461914,7025323
2010-01-28,9.400205612182617,18.877321243286133,19.392375946044922,18.805452346801758,19.140836715698242,7612746
2010-01-29,9.543355941772461,19.164793014526367,19.356441497802734,18.841386795043945,19.045013427734375,6828287
2010-02-01,9.656682968139648,19.392375946044922,19.572044372558594,18.997100830078125,19.152814865112305,7821491
2010-02-02,10.020523071289062,20.12303352355957,20.158966064453125,19.512155532836914,19.883472442626953,14729521
2010-02-03,10.098063468933105,20.27874755859375,20.530284881591797,20.146989822387695,20.146989822387695,10796025
2010-02-04,9.805798530578613,19.69182586669922,20.59017562866211,19.65589141845703,20.290725708007812,9276509
2010-02-05,9.668611526489258,19.416330337524414,19.69182586669922,18.853364944458008,19.476221084594727,10178184
2010-02-08,8.964790344238281,18.002927780151367,18.925233840942383,17.39204978942871,18.925233840942383,19777502
2010-02-09,9.078117370605469,18.230510711669922,18.44611358642578,17.559741973876953,17.9071044921875,8402561
2010-02-10,9.101975440979004,18.27842140197754,18.901277542114258,18.27842140197754,18.422157287597656,7760125
2010-02-11,9.13179874420166,18.33831214904785,18.63776206970215,17.978971481323242,18.398202896118164,7482491
2010-02-12,8.934967994689941,17.943038940429688,18.721607208251953,17.895126342773438,18.470069885253906,5932774
2010-02-15,8.803746223449707,17.679521560668945,18.17061996459961,17.607654571533203,17.943038940429688,6258905
2010-02-16,9.048294067382812,18.17061996459961,18.266443252563477,17.54776382446289,17.607654571533203,5768502
2010-02-17,9.519497871398926,19.116880416870117,19.50017738342285,18.793474197387695,18.925233840942383,11191579
2010-02-18,9.573179244995117,19.22468376159668,19.28457260131836,18.97314453125,19.212705612182617,12748175
2010-02-19,9.597036361694336,19.272594451904297,19.40435218811035,18.901277542114258,19.045013427734375,7592960
2010-02-22,9.734222412109375,19.54808807373047,19.70380210876465,19.248638153076172,19.40435218811035,5719712
2010-02-23,9.525461196899414,19.12885856628418,19.91940689086914,19.080947875976562,19.7517147064209,7109895
2010-02-24,9.441956520080566,18.961166381835938,19.320507049560547,18.75754165649414,19.045013427734375,5688418
2010-02-25,9.227231979370117,18.52996063232422,19.02105712890625,18.3862247467041,18.901277542114258,8621646
2010-02-26,9.3345947265625,18.745563507080078,18.937210083007812,18.49402618408203,18.805452346801758,5088246
2010-03-01,9.531425476074219,19.140836715698242,19.22468376159668,18.829408645629883,19.009078979492188,4199600
2010-03-02,9.668611526489258,19.416330337524414,19.512155532836914,19.033035278320312,19.116880416870117,5160541
2010-03-03,9.710363388061523,19.50017738342285,19.572044372558594,19.033035278320312,19.40435218811035,7547727
2010-03-04,9.543355941772461,19.164793014526367,19.40435218811035,19.009078979492188,19.38039779663086,4934615
2010-03-05,9.805798530578613,19.69182586669922,19.69182586669922,19.272594451904297,19.33248519897461,9007266
2010-03-08,9.859478950500488,19.79962730407715,19.955341339111328,19.679847717285156,19.955341339111328,6625169
2010-03-09,10.002629280090332,20.087099075317383,20.206878662109375,19.667869567871094,19.835561752319336,9764771
2010-03-10,10.07420539855957,20.2308349609375,20.362592697143555,20.003253936767578,20.051164627075195,4415880
2010-03-11,10.115957260131836,20.314680099487305,20.49435043334961,20.051164627075195,20.12303352355957,5329522
2010-03-12,10.396293640136719,20.877647399902344,21.201053619384766,20.446439743041992,20.446439743041992,10373358
2010-03-15,10.07420539855957,20.2308349609375,20.877647399902344,20.218856811523438,20.877647399902344,8147539
2010-03-16,10.402256965637207,20.889625549316406,20.937536239624023,20.374570846557617,20.374570846557617,5999701
2010-03-17,10.611018180847168,21.308855056762695,21.656217575073242,21.153141021728516,21.201053619384766,11251506
2010-03-18,10.605053901672363,21.296876907348633,21.524459838867188,21.165119171142578,21.248964309692383,4725410
2010-03-19,10.545408248901367,21.17709732055664,21.632261276245117,21.12918472290039,21.296876907348633,12921205
2010-03-22,10.491727828979492,21.06929588317871,21.165119171142578,20.638086318969727,21.08127212524414,4838305
2010-03-23,10.939071655273438,21.96764373779297,22.01555633544922,20.75786781311035,21.105228424072266,7055708
2010-03-24,10.85556697845459,21.79995346069336,22.159292221069336,21.536436080932617,21.96764373779297,4539928
2010-03-25,11.09415054321289,22.279071807861328,22.39885139465332,21.883798599243164,21.991600036621094,6168210
2010-03-26,11.153796195983887,22.39885139465332,22.530609130859375,22.195226669311523,22.518632888793945,5637687
2010-03-29,11.243265151977539,22.578521728515625,22.75819206237793,22.470720291137695,22.638412475585938,4075777
