Date,Stock,Benchmark,Volume,Abnormal,Beta,Volatility,EventDay,CAR
2019-05-13,-0.10752949852101334,-0.02413055719884427,79442400.0,-0.08339894132216907,,,0,-0.08339894132216907
2019-05-14,0.07708896840916424,0.008015944543135589,46661100.0,0.06907302386602865,,,1,-0.014325917456140425
2019-05-15,0.033283329868030176,0.00583897507464215,36086100.0,0.027444354793388026,,,2,0.013118437337247602
2019-05-16,0.04141436295850509,0.008895287120600504,38115500.0,0.03251907583790459,,,3,0.04563751317515219
2019-05-17,-0.025348840757857927,-0.005837333350761975,20225700.0,-0.01951150740709595,,,4,0.026126005768056237
2019-05-20,-0.007635401956318066,-0.0067493779153879885,29222300.0,-0.0008860240409300779,,,5,0.02523998172712616
2019-05-21,-0.0021639853872972292,0.008495835590448308,10802900.0,-0.010659820977745538,,,6,0.014580160749380622
2019-05-22,-0.0060240963855421326,-0.0028243962306494508,9089500.0,-0.0031997001548926818,,,7,0.01138046059448794
2019-05-23,-0.01890906131628789,-0.01191414994527018,11119900.0,-0.006994911371017709,,,8,0.004385549223470231
2019-05-24,0.0256979755241038,0.0013535590072402126,8786800.0,0.024344416516863587,,,9,0.028729965740333818
2019-05-28,-0.013490666857079892,-0.008375676922946718,13391600.0,-0.005114989934133174,,,10,0.023614975806200644
2019-05-29,-0.0246642763715047,-0.0069119122568113145,14060400.0,-0.017752364114693386,,,11,0.005862611691507258
2019-05-30,-0.0035052427256423435,0.0020984713906617714,26451900.0,-0.005603714116304115,,,12,0.00025889757520314305
2019-05-31,0.015326648795097153,-0.01319537280847849,23209800.0,0.028522021603575642,,,13,0.028780919178778785
2019-06-03,0.020786937781730463,-0.0027652403144732274,16605300.0,0.02355217809620369,,,14,0.052333097274982476
2019-06-04,0.036363636363636376,0.021432370568193138,23432100.0,0.014931265795443238,,,15,0.06726436307042571
2019-06-05,0.05263157894736836,0.008161854781411959,28609600.0,0.044469724165956404,,,16,0.11173408723638212
2019-06-06,-0.001777818467881942,0.006135586748687638,16403700.0,-0.00791340521656958,,,17,0.10382068201981254
2019-06-07,-0.016918930376506935,0.01049769746289475,12654700.0,-0.027416627839401686,,,18,0.07640405418041085
2019-06-10,-0.03509962052573201,0.0046600444669098184,11618700.0,-0.03975966499264183,,0.6211835329877602,19,0.03664438918776902
2019-06-11,-0.0037549834574102103,-0.00034988023558091275,9095000.0,-0.0034051032218292976,,0.4691668957253304,20,0.033239285965939724
