date,Open,High,Low,Close,Volume
2025-03-20 15:33:00-04:00,213.8,213.8,213.8,213.8,23.0
2025-03-20 15:32:00-04:00,213.7,213.7986,213.7,213.7986,17.0
2025-03-20 15:31:00-04:00,213.83,213.85,213.77,213.7884,3932.0
2025-03-20 15:30:00-04:00,213.8,213.82,213.8,213.8,1842.0
2025-03-20 15:29:00-04:00,213.7,213.82,213.65,213.8,1463.0
2025-03-20 15:28:00-04:00,213.65,213.8,213.65,213.8,6.0
2025-03-20 15:27:00-04:00,213.7,213.7,213.65,213.7,504.0
2025-03-20 15:26:00-04:00,213.699,213.7,213.66,213.66,320.0
2025-03-20 15:25:00-04:00,213.7,213.72,213.66,213.7,159.0
2025-03-20 15:24:00-04:00,213.71,213.82,213.7,213.75,172.0
2025-03-20 15:23:00-04:00,213.83,213.83,213.7,213.7,177.0
2025-03-20 15:22:00-04:00,213.83,213.83,213.7,213.7,231.0
2025-03-20 15:21:00-04:00,213.74,213.8463,213.56,213.75,460.0
2025-03-20 15:20:00-04:00,213.83,213.83,213.83,213.83,5.0
2025-03-20 15:19:00-04:00,213.76,213.8462,213.75,213.8462,110.0
2025-03-20 15:18:00-04:00,213.8486,213.8486,213.75,213.83,15.0
2025-03-20 15:17:00-04:00,213.76,213.85,213.75,213.85,346.0
2025-03-20 15:16:00-04:00,213.88,213.88,213.76,213.8,17.0
2025-03-20 15:15:00-04:00,213.8,213.8,213.8,213.8,3.0
2025-03-20 15:14:00-04:00,213.76,213.8,213.76,213.8,7.0
2025-03-20 15:13:00-04:00,213.8,213.8,213.75,213.8,35.0
2025-03-20 15:12:00-04:00,213.88,213.88,213.8,213.8,106.0
2025-03-20 15:11:00-04:00,213.8,213.8,213.75,213.8,124.0
2025-03-20 15:10:00-04:00,213.7516,213.7516,213.7516,213.7516,1.0
2025-03-20 15:09:00-04:00,213.79,213.8,213.71,213.75,388.0
2025-03-20 15:08:00-04:00,213.8,213.8,213.751,213.8,558.0
2025-03-20 15:07:00-04:00,213.7983,213.88,213.79,213.8,236.0
2025-03-20 15:06:00-04:00,213.8,213.81,213.7501,213.79,65.0
2025-03-20 15:05:00-04:00,213.8146,213.82,213.7532,213.7532,320.0
2025-03-20 15:04:00-04:00,213.82,213.87,213.81,213.85,88.0
2025-03-20 15:03:00-04:00,213.85,214.1,213.81,214.1,30050.0
2025-03-20 15:02:00-04:00,213.83,213.88,213.75,213.83,100.0
2025-03-20 15:01:00-04:00,213.88,213.88,213.81,213.88,57.0
2025-03-20 15:00:00-04:00,213.85,213.88,213.81,213.88,81.0
2025-03-20 14:59:00-04:00,213.9,213.9,213.8117,213.85,142.0
2025-03-20 14:58:00-04:00,213.9,213.94,213.8103,213.9,14.0
2025-03-20 14:57:00-04:00,213.95,213.95,213.8,213.9,529.0
2025-03-20 14:56:00-04:00,213.9,213.95,213.8127,213.95,453.0
2025-03-20 14:55:00-04:00,213.94,213.95,213.91,213.95,119.0
2025-03-20 14:54:00-04:00,213.9683,213.9699,213.9,213.92,72.0
2025-03-20 14:53:00-04:00,213.94,213.9699,213.9009,213.9009,190.0
2025-03-20 14:52:00-04:00,213.97,213.97,213.9,213.9,164.0
2025-03-20 14:51:00-04:00,213.9,213.97,213.9,213.9699,2214.0
2025-03-20 14:50:00-04:00,213.965,213.97,213.9001,213.97,577.0
2025-03-20 14:49:00-04:00,213.9,213.9699,213.9,213.9017,65.0
2025-03-20 14:48:00-04:00,213.91,213.9683,213.9,213.9,170.0
2025-03-20 14:47:00-04:00,213.96,213.97,213.9,213.9687,174.0
2025-03-20 14:46:00-04:00,213.95,213.97,213.8627,213.8627,144.0
2025-03-20 14:45:00-04:00,213.97,213.97,213.95,213.95,8.0
2025-03-20 14:44:00-04:00,213.97,213.97,213.86,213.9699,35.0
2025-03-20 14:43:00-04:00,213.8854,213.97,213.8854,213.97,52.0
2025-03-20 14:42:00-04:00,213.96,213.96,213.96,213.96,1.0
2025-03-20 14:41:00-04:00,213.97,213.97,213.96,213.9686,40.0
2025-03-20 14:40:00-04:00,213.97,213.97,213.88,213.88,35.0
2025-03-20 14:39:00-04:00,213.93,213.97,213.86,213.86,466.0
2025-03-20 14:38:00-04:00,213.97,213.97,213.89,213.97,16.0
2025-03-20 14:37:00-04:00,213.96,213.97,213.86,213.89,1832.0
2025-03-20 14:36:00-04:00,213.9,213.96,213.9,213.96,151.0
2025-03-20 14:35:00-04:00,213.9,213.97,213.81,213.8112,302.0
2025-03-20 14:34:00-04:00,213.91,213.91,213.81,213.81,16.0
2025-03-20 14:33:00-04:00,213.97,213.97,213.96,213.96,11.0
2025-03-20 14:32:00-04:00,213.81,213.97,213.81,213.97,41.0
2025-03-20 14:31:00-04:00,213.97,213.97,213.97,213.97,1.0
2025-03-20 14:30:00-04:00,213.9,213.97,213.8867,213.9,23.0
2025-03-20 14:29:00-04:00,213.9,213.97,213.9,213.97,8.0
2025-03-20 14:28:00-04:00,213.9,213.966,213.9,213.9,78.0
2025-03-20 14:27:00-04:00,213.89,213.96,213.81,213.81,474.0
2025-03-20 14:26:00-04:00,213.89,213.9612,213.89,213.89,342.0
2025-03-20 14:25:00-04:00,213.89,213.89,213.88,213.89,142.0
2025-03-20 14:24:00-04:00,213.97,213.97,213.9,213.924,27.0
2025-03-20 14:23:00-04:00,213.95,213.97,213.8712,213.97,1956.0
2025-03-20 14:22:00-04:00,213.95,213.96,213.8784,213.95,162.0
2025-03-20 14:21:00-04:00,213.95,213.97,213.9,213.96,31.0
2025-03-20 14:20:00-04:00,213.89,213.97,213.89,213.95,269.0
2025-03-20 14:19:00-04:00,213.81,213.95,213.81,213.95,31.0
2025-03-20 14:18:00-04:00,213.9697,213.9697,213.8676,213.8676,523.0
2025-03-20 14:17:00-04:00,213.8822,213.97,213.881,213.881,396.0
2025-03-20 14:16:00-04:00,213.92,213.97,213.91,213.92,34.0
2025-03-20 14:15:00-04:00,213.75,213.97,213.75,213.97,594.0
2025-03-20 14:14:00-04:00,213.92,213.9645,213.92,213.96,21.0
2025-03-20 14:13:00-04:00,213.91,213.92,213.91,213.92,29.0
2025-03-20 14:12:00-04:00,213.93,213.97,213.91,213.96,21.0
2025-03-20 14:11:00-04:00,213.96,213.96,213.7555,213.7555,207.0
2025-03-20 14:10:00-04:00,213.94,213.96,213.89,213.96,261.0
2025-03-20 14:09:00-04:00,213.89,213.96,213.8725,213.88,35.0
2025-03-20 14:08:00-04:00,213.89,213.9,213.75,213.89,468.0
2025-03-20 14:07:00-04:00,213.9,213.97,213.89,213.9,193.0
2025-03-20 14:06:00-04:00,213.97,213.97,213.87,213.96,97.0
2025-03-20 14:05:00-04:00,213.91,213.91,213.89,213.89,19.0
2025-03-20 14:04:00-04:00,213.84,213.97,213.7,213.7,234.0
2025-03-20 14:03:00-04:00,247.04,247.04,213.91,213.91,75.0
2025-03-20 14:02:00-04:00,213.9888,213.99,213.91,213.91,10.0
2025-03-20 14:01:00-04:00,213.951,213.99,213.71,213.96,2175.0
2025-03-20 14:00:00-04:00,213.91,213.96,213.85,213.96,3085.0
2025-03-20 13:59:00-04:00,213.91,213.91,213.9,213.9,138.0
2025-03-20 13:58:00-04:00,213.81,213.91,213.81,213.9,64.0
2025-03-20 13:57:00-04:00,213.9099,213.91,213.8112,213.91,724.0
2025-03-20 13:56:00-04:00,213.9088,213.91,213.9,213.91,26.0
2025-03-20 13:55:00-04:00,213.9,213.91,213.7,213.91,174.0
2025-03-20 13:54:00-04:00,213.85,213.91,213.85,213.89,82.0
2025-03-20 13:53:00-04:00,213.88,213.91,213.88,213.91,316.0
2025-03-20 13:52:00-04:00,213.91,213.91,213.85,213.89,30.0
2025-03-20 13:51:00-04:00,213.9,213.91,213.7,213.91,576.0
2025-03-20 13:50:00-04:00,213.91,213.99,213.9,213.9002,996.0
2025-03-20 13:49:00-04:00,213.98,213.98,213.95,213.96,20.0
2025-03-20 13:48:00-04:00,213.9899,213.99,213.9894,213.99,107.0
2025-03-20 13:47:00-04:00,213.99,213.99,213.98,213.9886,16.0
2025-03-20 13:46:00-04:00,213.91,213.99,213.91,213.99,343.0
2025-03-20 13:45:00-04:00,213.98,213.98,213.91,213.96,166.0
2025-03-20 13:44:00-04:00,213.98,213.98,213.98,213.98,12.0
2025-03-20 13:43:00-04:00,213.9371,213.9899,213.9371,213.95,99.0
2025-03-20 13:42:00-04:00,213.95,213.99,213.95,213.99,323.0
2025-03-20 13:41:00-04:00,213.97,213.99,213.95,213.95,20.0
2025-03-20 13:40:00-04:00,213.91,213.99,213.91,213.99,28.0
2025-03-20 13:39:00-04:00,213.97,213.99,213.95,213.97,52.0
2025-03-20 13:38:00-04:00,213.96,213.97,213.92,213.97,35.0
2025-03-20 13:37:00-04:00,213.96,213.99,213.96,213.99,21.0
2025-03-20 13:36:00-04:00,213.97,213.99,213.95,213.95,47.0
2025-03-20 13:35:00-04:00,213.97,213.99,213.96,213.99,173.0
2025-03-20 13:34:00-04:00,213.99,213.99,213.92,213.96,83.0
2025-03-20 13:33:00-04:00,213.9877,213.99,213.9877,213.99,3.0
2025-03-20 13:32:00-04:00,213.91,213.99,213.9,213.96,11.0
2025-03-20 13:31:00-04:00,213.97,213.97,213.91,213.91,352.0
2025-03-20 13:30:00-04:00,213.91,213.99,213.91,213.96,68.0
2025-03-20 13:29:00-04:00,213.95,213.99,213.9022,213.97,816.0
2025-03-20 13:28:00-04:00,213.99,213.99,213.91,213.95,153.0
2025-03-20 13:27:00-04:00,213.948,213.99,213.9,213.91,82.0
2025-03-20 13:26:00-04:00,213.99,213.99,213.9,213.91,4265.0
2025-03-20 13:25:00-04:00,214.0,214.02,213.98,213.98,503.0
2025-03-20 13:24:00-04:00,213.99,214.0,213.99,213.99,614.0
2025-03-20 13:23:00-04:00,214.01,214.02,214.0,214.0,58.0
2025-03-20 13:22:00-04:00,213.9,214.02,213.9,213.97,150.0
2025-03-20 13:21:00-04:00,214.0,214.02,213.97,213.97,148.0
2025-03-20 13:20:00-04:00,214.0,214.02,214.0,214.02,48.0
2025-03-20 13:19:00-04:00,214.04,214.04,213.9,213.9,70.0
2025-03-20 13:18:00-04:00,214.04,214.04,214.03,214.03,16.0
2025-03-20 13:17:00-04:00,214.03,214.05,214.03,214.04,116.0
2025-03-20 13:16:00-04:00,213.905,214.04,213.905,214.04,11.0
2025-03-20 13:15:00-04:00,214.04,214.06,214.04,214.06,307.0
2025-03-20 13:14:00-04:00,214.07,214.07,214.03,214.0383,134.0
2025-03-20 13:13:00-04:00,214.09,214.15,214.0619,214.09,489.0
2025-03-20 13:12:00-04:00,214.06,214.1,214.06,214.1,26.0
2025-03-20 13:11:00-04:00,214.1,214.1,214.09,214.09,25.0
2025-03-20 13:09:00-04:00,214.0967,214.11,214.061,214.061,1273.0
2025-03-20 13:08:00-04:00,214.09,214.1,214.0401,214.09,340.0
2025-03-20 13:07:00-04:00,214.06,214.1,214.02,214.09,720.0
2025-03-20 13:06:00-04:00,214.0949,214.0949,214.02,214.04,507.0
2025-03-20 13:05:00-04:00,214.07,214.0892,214.02,214.02,459.0
2025-03-20 13:04:00-04:00,214.0957,214.0957,214.07,214.08,249.0
2025-03-20 13:03:00-04:00,214.07,214.1,214.07,214.0988,7.0
2025-03-20 13:02:00-04:00,214.07,224.068,199.6953,214.09,350.0
2025-03-20 13:01:00-04:00,214.06,214.1,199.6953,214.09,260.0
2025-03-20 13:00:00-04:00,214.0616,214.0616,212.8457,212.8457,54.0
2025-03-20 12:59:00-04:00,214.09,214.1,214.06,214.06,1029.0
2025-03-20 12:58:00-04:00,214.06,214.1,214.06,214.09,103.0
2025-03-20 12:57:00-04:00,214.09,214.09,214.05,214.05,118.0
2025-03-20 12:56:00-04:00,214.09,214.1,214.09,214.1,541.0
2025-03-20 12:55:00-04:00,214.18,214.2043,214.09,214.099,902.0
2025-03-20 12:54:00-04:00,214.27,214.27,214.27,214.27,5.0
2025-03-20 12:53:00-04:00,214.2,214.27,214.15,214.27,3793.0
2025-03-20 12:52:00-04:00,214.15,214.22,214.07,214.22,2673.0
2025-03-20 12:51:00-04:00,214.07,214.09,214.07,214.08,274.0
2025-03-20 12:50:00-04:00,214.1,214.1,214.0601,214.08,218.0
2025-03-20 12:49:00-04:00,214.02,214.12,214.02,214.12,1188.0
2025-03-20 12:48:00-04:00,214.0,214.02,212.64,213.98,615.0
2025-03-20 12:47:00-04:00,213.96,214.0,213.88,213.98,201.0
2025-03-20 12:46:00-04:00,214.0,214.1,213.97,214.1,436314.0
2025-03-20 12:45:00-04:00,214.08,214.08,213.88,214.02,747.0
2025-03-20 12:44:00-04:00,214.06,214.09,213.88,214.09,65.0
2025-03-20 12:43:00-04:00,214.09,214.09,214.09,214.09,50.0
2025-03-20 12:42:00-04:00,213.8855,214.0847,213.8855,214.0847,2.0
2025-03-20 12:41:00-04:00,214.12,214.12,214.06,214.0945,76.0
2025-03-20 12:40:00-04:00,214.11,214.12,214.09,214.09,1438.0
2025-03-20 12:39:00-04:00,214.1783,214.1783,214.1,214.11,2745.0
2025-03-20 12:38:00-04:00,214.15,214.15,214.11,214.12,705.0
2025-03-20 12:37:00-04:00,214.149,214.16,214.1,214.12,19978.0
2025-03-20 12:36:00-04:00,214.176,214.18,214.11,214.18,166.0
2025-03-20 12:35:00-04:00,214.1783,214.1783,214.11,214.16,138.0
2025-03-20 12:34:00-04:00,214.14,214.1783,214.1,214.14,830.0
2025-03-20 12:33:00-04:00,214.1,214.18,214.1,214.1733,192.0
2025-03-20 12:32:00-04:00,214.18,214.18,214.15,214.18,16.0
2025-03-20 12:31:00-04:00,214.1,214.1897,214.1,214.1,1180.0
2025-03-20 12:30:00-04:00,214.18,214.19,214.1,214.19,32.0
2025-03-20 12:29:00-04:00,214.13,214.2,213.85,214.19,18.0
2025-03-20 12:28:00-04:00,214.1943,214.2,214.11,214.18,270.0
2025-03-20 12:27:00-04:00,214.16,214.18,213.8712,213.97,662.0
2025-03-20 12:26:00-04:00,214.16,214.1985,214.16,214.1699,280.0
2025-03-20 12:25:00-04:00,214.19,214.2,214.16,214.18,85.0
2025-03-20 12:24:00-04:00,214.25,214.25,214.16,214.16,553.0
2025-03-20 12:23:00-04:00,214.25,214.25,214.16,214.17,43.0
2025-03-20 12:22:00-04:00,214.18,214.25,214.16,214.18,147.0
2025-03-20 12:21:00-04:00,214.2,214.24,214.18,214.18,2206.0
2025-03-20 12:20:00-04:00,214.1,214.24,214.1,214.23,8222.0
2025-03-20 12:19:00-04:00,214.17,214.2,214.16,214.165,425.0
2025-03-20 12:18:00-04:00,214.2197,214.2197,214.16,214.16,523.0
2025-03-20 12:17:00-04:00,214.22,214.22,214.1,214.17,7867.0
2025-03-20 12:16:00-04:00,214.21,214.2199,214.16,214.1601,613.0
2025-03-20 12:15:00-04:00,214.1,214.25,214.1,214.2,6529.0
2025-03-20 12:14:00-04:00,214.16,214.25,214.16,214.18,129.0
2025-03-20 12:13:00-04:00,214.26,214.3,214.16,214.2,271.0
2025-03-20 12:12:00-04:00,214.24,214.29,214.22,214.26,1146.0
2025-03-20 12:11:00-04:00,214.3,214.3,214.2395,214.27,225.0
2025-03-20 12:10:00-04:00,214.1098,214.25,214.05,214.25,7355.0
2025-03-20 12:09:00-04:00,214.12,214.12,214.04,214.11,8325.0
2025-03-20 12:08:00-04:00,214.12,214.2,214.04,214.09,260.0
2025-03-20 12:07:00-04:00,214.17,214.22,214.11,214.11,2243.0
2025-03-20 12:06:00-04:00,214.15,214.35,214.0,214.1,8582.0
2025-03-20 12:05:00-04:00,214.08,214.12,214.03,214.1,1210.0
2025-03-20 12:04:00-04:00,214.06,214.12,214.02,214.12,3821.0
2025-03-20 12:03:00-04:00,214.12,214.38,214.01,214.01,1501.0
2025-03-20 12:02:00-04:00,214.15,214.39,214.1,214.15,114800.0
2025-03-20 12:01:00-04:00,214.1,214.1499,214.05,214.1,194979.0
2025-03-20 12:00:00-04:00,214.15,214.19,213.67,214.1,25278457.0
2025-03-20 11:59:00-04:00,214.28,214.34,214.02,214.15,1133665.0
2025-03-20 11:58:00-04:00,214.5,214.54,214.26,214.28,509288.0
2025-03-20 11:57:00-04:00,214.39,214.52,214.34,214.495,344026.0
2025-03-20 11:56:00-04:00,214.43,214.49,214.23,214.3713,242743.0
2025-03-20 11:55:00-04:00,213.73,214.76,213.73,214.43,562241.0
2025-03-20 11:54:00-04:00,213.68,214.0,213.18,213.73,231931.0
2025-03-20 11:53:00-04:00,213.67,213.77,213.52,213.69,170943.0
2025-03-20 11:52:00-04:00,213.73,213.77,213.62,213.67,100226.0
2025-03-20 11:51:00-04:00,213.7212,213.83,213.6,213.73,105691.0
2025-03-20 11:50:00-04:00,213.97,214.005,213.71,213.73,134500.0
2025-03-20 11:49:00-04:00,213.89,214.0,213.76,213.99,93536.0
2025-03-20 11:48:00-04:00,214.01,214.09,213.85,213.89,91852.0
2025-03-20 11:47:00-04:00,214.0172,214.12,213.99,214.01,149263.0
2025-03-20 11:46:00-04:00,213.76,214.0299,213.7501,214.015,132036.0
2025-03-20 11:45:00-04:00,213.68,213.82,213.6521,213.76,123278.0
2025-03-20 11:44:00-04:00,213.48,213.7,213.41,213.6845,118951.0
2025-03-20 11:43:00-04:00,213.43,213.5,213.355,213.47,113479.0
2025-03-20 11:42:00-04:00,213.46,213.47,213.3401,213.43,77484.0
2025-03-20 11:41:00-04:00,213.44,213.52,213.4,213.4594,117149.0
2025-03-20 11:40:00-04:00,213.23,213.4498,213.2014,213.425,100859.0
2025-03-20 11:39:00-04:00,213.03,213.26,213.021,213.235,63744.0
2025-03-20 11:38:00-04:00,213.12,213.17,213.01,213.04,67070.0
2025-03-20 11:37:00-04:00,213.291,213.34,213.09,213.145,59666.0
2025-03-20 11:36:00-04:00,213.235,213.31,213.17,213.3051,83197.0
2025-03-20 11:35:00-04:00,212.93,213.24,212.89,213.2175,68071.0
2025-03-20 11:34:00-04:00,212.96,213.0325,212.92,212.9472,54752.0
2025-03-20 11:33:00-04:00,212.94,213.09,212.851,212.96,61389.0
2025-03-20 11:32:00-04:00,212.95,213.0697,212.85,212.9565,61345.0
2025-03-20 11:31:00-04:00,213.05,213.17,212.95,212.9526,76756.0
2025-03-20 11:30:00-04:00,212.69,213.06,212.68,213.0426,103382.0
2025-03-20 11:29:00-04:00,212.73,212.745,212.58,212.6835,161272.0
2025-03-20 11:28:00-04:00,212.945,212.95,212.7,212.76,65176.0
2025-03-20 11:27:00-04:00,212.9,212.99,212.8429,212.94,60758.0
2025-03-20 11:26:00-04:00,212.9101,212.99,212.86,212.93,62536.0
2025-03-20 11:25:00-04:00,213.305,213.3144,212.9101,212.93,94720.0
2025-03-20 11:24:00-04:00,213.27,213.4,213.27,213.2931,63001.0
2025-03-20 11:23:00-04:00,213.31,213.39,213.2294,213.2675,101988.0
2025-03-20 11:22:00-04:00,213.27,213.32,213.26,213.3056,66990.0
2025-03-20 11:21:00-04:00,213.07,213.28,213.06,213.27,97767.0
2025-03-20 11:20:00-04:00,212.97,213.12,212.97,213.08,57529.0
2025-03-20 11:19:00-04:00,213.02,213.06,212.9313,212.9624,55184.0
2025-03-20 11:18:00-04:00,212.995,213.0816,212.96,213.0001,69656.0
2025-03-20 11:17:00-04:00,212.95,213.01,212.93,212.995,85682.0
2025-03-20 11:16:00-04:00,212.9921,213.0,212.9172,212.9436,36660.0
2025-03-20 11:15:00-04:00,212.91,213.0,212.87,212.9921,80552.0
2025-03-20 11:14:00-04:00,212.9,212.99,212.87,212.915,59944.0
2025-03-20 11:13:00-04:00,212.87,212.91,212.85,212.89,43413.0
2025-03-20 11:12:00-04:00,212.88,212.92,212.8,212.86,50334.0
2025-03-20 11:11:00-04:00,212.85,212.9,212.79,212.87,49161.0
2025-03-20 11:10:00-04:00,212.79,212.87,212.74,212.85,55815.0
2025-03-20 11:09:00-04:00,212.795,212.82,212.76,212.8,59209.0
2025-03-20 11:08:00-04:00,212.8697,212.89,212.785,212.785,36560.0
2025-03-20 11:07:00-04:00,212.91,212.95,212.86,212.86,43218.0
2025-03-20 11:06:00-04:00,212.8007,212.91,212.76,212.9,80376.0
2025-03-20 11:05:00-04:00,212.62,212.81,212.62,212.81,60999.0
2025-03-20 11:04:00-04:00,212.68,212.71,212.59,212.63,50853.0
2025-03-20 11:03:00-04:00,212.59,212.75,212.55,212.7149,66498.0
2025-03-20 11:02:00-04:00,212.7099,212.7099,212.57,212.61,62146.0
2025-03-20 11:01:00-04:00,212.735,212.86,212.6772,212.7099,52033.0
2025-03-20 11:00:00-04:00,212.35,212.7656,212.34,212.74,87653.0
2025-03-20 10:59:00-04:00,212.49,212.49,212.325,212.3694,81777.0
2025-03-20 10:58:00-04:00,212.6,212.65,212.45,212.47,65528.0
2025-03-20 10:57:00-04:00,212.855,212.8616,212.56,212.63,102275.0
2025-03-20 10:56:00-04:00,212.88,212.95,212.82,212.86,75660.0
2025-03-20 10:55:00-04:00,213.09,213.09,212.842,212.88,90297.0
2025-03-20 10:54:00-04:00,212.99,213.09,212.97,213.075,97954.0
2025-03-20 10:53:00-04:00,212.94,213.07,212.86,213.0,84158.0
2025-03-20 10:52:00-04:00,212.79,213.0,212.78,212.95,83940.0
2025-03-20 10:51:00-04:00,212.84,212.84,212.76,212.77,43619.0
2025-03-20 10:50:00-04:00,212.7,212.88,212.66,212.82,70388.0
2025-03-20 10:49:00-04:00,212.6,212.72,212.5,212.69,66670.0
2025-03-20 10:48:00-04:00,212.72,212.84,212.42,212.59,143969.0
2025-03-20 10:47:00-04:00,212.64,212.73,212.57,212.7201,53238.0
2025-03-20 10:46:00-04:00,212.59,212.675,212.57,212.62,31833.0
2025-03-20 10:45:00-04:00,212.5701,212.6913,212.55,212.61,47526.0
2025-03-20 10:44:00-04:00,212.5,212.64,212.48,212.59,42702.0
2025-03-20 10:43:00-04:00,212.58,212.58,212.489,212.51,39280.0
2025-03-20 10:42:00-04:00,212.55,212.64,212.49,212.5802,46615.0
2025-03-20 10:41:00-04:00,212.46,212.62,212.42,212.54,76629.0
2025-03-20 10:40:00-04:00,212.535,212.5499,212.36,212.46,94494.0
2025-03-20 10:39:00-04:00,212.49,212.56,212.41,212.5499,89175.0
2025-03-20 10:38:00-04:00,212.59,212.61,212.475,212.49,60321.0
2025-03-20 10:37:00-04:00,212.5,212.75,212.49,212.5891,108478.0
2025-03-20 10:36:00-04:00,212.42,212.59,212.4,212.505,65159.0
2025-03-20 10:35:00-04:00,212.45,212.54,212.39,212.44,82554.0
2025-03-20 10:34:00-04:00,212.24,212.5635,212.22,212.47,159097.0
2025-03-20 10:33:00-04:00,212.71,212.7821,212.23,212.23,248627.0
2025-03-20 10:32:00-04:00,212.64,212.77,212.605,212.7105,68170.0
2025-03-20 10:31:00-04:00,212.67,212.7389,212.63,212.65,79224.0
2025-03-20 10:30:00-04:00,212.77,212.82,212.65,212.67,113512.0
2025-03-20 10:29:00-04:00,213.075,213.075,212.73,212.76,198190.0
2025-03-20 10:28:00-04:00,213.18,213.18,213.02,213.08,64920.0
2025-03-20 10:27:00-04:00,213.21,213.25,213.14,213.17,84303.0
2025-03-20 10:26:00-04:00,213.2855,213.29,213.14,213.22,71447.0
2025-03-20 10:25:00-04:00,213.315,213.35,213.27,213.28,34689.0
2025-03-20 10:24:00-04:00,213.22,213.34,213.205,213.34,56316.0
2025-03-20 10:23:00-04:00,213.22,213.275,213.155,213.23,67233.0
2025-03-20 10:22:00-04:00,213.27,213.32,213.18,213.21,68332.0
2025-03-20 10:21:00-04:00,213.39,213.4226,213.25,213.275,56491.0
2025-03-20 10:20:00-04:00,213.53,213.53,213.375,213.4127,44795.0
2025-03-20 10:19:00-04:00,213.55,213.63,213.4901,213.55,40327.0
2025-03-20 10:18:00-04:00,213.56,213.69,213.54,213.55,46221.0
2025-03-20 10:17:00-04:00,213.46,213.5799,213.4013,213.565,44431.0
2025-03-20 10:16:00-04:00,213.61,213.6162,213.4317,213.45,43809.0
2025-03-20 10:15:00-04:00,213.56,213.625,213.5355,213.625,45748.0
2025-03-20 10:14:00-04:00,213.73,213.7385,213.54,213.5816,56600.0
2025-03-20 10:13:00-04:00,213.78,213.8,213.72,213.7299,36944.0
2025-03-20 10:12:00-04:00,213.725,213.8,213.7,213.7783,59559.0
2025-03-20 10:11:00-04:00,213.765,213.83,213.705,213.72,60201.0
2025-03-20 10:10:00-04:00,213.56,213.79,213.555,213.76,87846.0
2025-03-20 10:09:00-04:00,213.5594,213.6,213.51,213.565,55916.0
2025-03-20 10:08:00-04:00,213.51,213.58,213.45,213.56,69673.0
2025-03-20 10:07:00-04:00,213.51,213.52,213.44,213.51,42389.0
2025-03-20 10:06:00-04:00,213.64,213.65,213.51,213.511,41581.0
2025-03-20 10:05:00-04:00,213.57,213.64,213.47,213.61,65719.0
2025-03-20 10:04:00-04:00,213.74,213.75,213.5785,213.5875,32548.0
2025-03-20 10:03:00-04:00,213.65,213.741,213.57,213.73,45934.0
2025-03-20 10:02:00-04:00,213.61,213.66,213.5,213.6499,49322.0
2025-03-20 10:01:00-04:00,213.555,213.63,213.46,213.62,40290.0
2025-03-20 10:00:00-04:00,213.43,213.59,213.36,213.56,46582.0
2025-03-20 09:59:00-04:00,213.35,213.41,213.3,213.4,42182.0
2025-03-20 09:58:00-04:00,213.248,213.46,213.248,213.3435,52884.0
2025-03-20 09:57:00-04:00,213.265,213.32,213.2177,213.239,33466.0
2025-03-20 09:56:00-04:00,213.24,213.29,213.18,213.26,36638.0
2025-03-20 09:55:00-04:00,213.36,213.38,213.1901,213.25,44411.0
2025-03-20 09:54:00-04:00,213.51,213.5167,213.3,213.3,56480.0
2025-03-20 09:53:00-04:00,213.53,213.5777,213.52,213.535,23008.0
2025-03-20 09:52:00-04:00,213.57,213.63,213.48,213.56,41540.0
