timestamp,open,high,low,close,volume,pct_change
2025-03-11,2.0216,2.2138,1.9,2.1711,382420244.0,-6.931584362139925
2025-03-12,2.171,2.2769,2.1333,2.2396,277560410.0,-3.9951989026063264
2025-03-13,2.2395,2.347,2.2137,2.2527,243896593.0,-3.4336419753086536
2025-03-14,2.2526,2.3893,2.2371,2.3564,197286469.0,1.011659807956088
2025-03-15,2.3564,2.4751,2.3525,2.3911,150056936.0,2.49914266117968
2025-03-16,2.3911,2.4109,2.2677,2.2938,151974757.0,-1.6718106995884836
2025-03-17,2.2938,2.3788,2.2915,2.3382,133923496.0,0.23148148148147502
2025-03-18,2.3381,2.3399,2.2225,2.2851,164719299.0,-2.0447530864197656
2025-03-19,2.2851,2.59,2.2653,2.5469,462181815.0,9.177812071330578
2025-03-20,2.5469,2.5638,2.389,2.4361,225573092.0,4.428155006858708
2025-03-21,2.436,2.4669,2.3564,2.3809,143033066.0,2.06189986282578
2025-03-22,2.3809,2.417,2.3594,2.3711,69083565.0,1.641803840877915
2025-03-23,2.3712,2.4282,2.365,2.4131,55469638.0,3.442215363511652
