timestamp,open,high,low,close,volume,pct_change
2025-01-01,189.31,195.33,188.0,194.28,1655160.102,0.0
2025-01-02,194.28,210.48,193.43,208.31,3224923.982,7.221535927527281
2025-01-03,208.3,219.83,205.63,217.99,3251086.556,12.204035412806263
2025-01-04,218.0,218.18,213.54,216.67,1943711.39,11.524603664813664
2025-01-05,216.67,219.05,211.46,213.41,2101040.545,9.846613135680458
2025-01-06,213.41,223.18,211.56,218.22,2855362.858,12.322421247683755
2025-01-07,218.22,219.11,201.8,202.17,3742298.284,4.061148857319326
2025-01-08,202.17,203.28,188.34,197.48,4446830.23,1.6471072678608134
2025-01-09,197.48,199.06,182.0,184.95,3607147.193,-4.8023471278567085
2025-01-10,184.96,193.02,183.51,187.68,3642892.082,-3.397158739962937
2025-01-11,187.69,191.91,184.01,188.09,2204486.056,-3.1861231212682717
2025-01-12,188.09,191.0,185.17,188.51,1330917.135,-2.969940292361545
2025-01-13,188.5,191.99,168.88,182.87,5669925.613,-5.872966851966233
2025-01-14,182.86,190.11,181.88,187.57,2737355.064,-3.45377805229566
2025-01-15,187.57,206.04,185.84,205.86,3768610.58,5.960469425571347
2025-01-16,205.86,217.14,198.47,211.14,5710255.657,8.678196417541685
2025-01-17,211.15,222.11,209.84,219.51,4384472.838,12.986411365040142
2025-01-18,219.52,270.67,217.29,261.97,19971981.58,34.841465925468405
2025-01-19,261.97,295.83,236.68,252.42,25051667.6,29.925880172946258
2025-01-20,252.4,273.29,229.44,242.19,16879575.561,24.660284126003702
2025-01-21,242.18,260.06,230.0,250.33,7882737.257,28.85011323862467
2025-01-22,250.33,272.03,248.43,257.36,6223427.616,32.46860201770641
2025-01-23,257.37,258.48,242.19,253.11,6802762.723,30.28103767757876
2025-01-24,253.12,270.18,247.18,253.37,5214294.569,30.414865143092445
2025-01-25,253.36,260.78,246.33,256.41,3703989.301,31.979617047560232
2025-01-26,256.4,260.16,240.32,240.5,3028015.524,23.79040560016471
2025-01-27,240.49,242.68,220.89,234.89,8916620.842,20.902820671196203
2025-01-28,234.9,244.0,225.01,227.06,3483450.087,16.872555075149272
2025-01-29,227.06,238.49,222.63,228.16,3844193.838,17.43874819847642
2025-01-30,228.16,244.7,226.84,238.31,3341265.973,22.663166563722463
2025-01-31,238.3,241.82,228.24,231.77,2942165.567,19.296891085031916
2025-02-01,231.77,236.46,212.74,213.03,2849748.65,9.651019147621989
2025-02-02,213.03,218.9,192.31,203.51,7255500.333,4.750875025736045
2025-02-03,203.52,218.7,175.89,216.28,12836970.265,11.323862466543133
2025-02-04,216.27,219.97,201.87,206.64,6024194.387,6.361951822112408
2025-02-05,206.64,209.39,195.14,196.12,3154802.037,0.947086679019973
2025-02-06,196.12,203.98,187.39,189.54,3444767.147,-2.4397776405188436
2025-02-07,189.53,203.42,188.12,191.99,3925596.773,-1.1787111385628948
2025-02-08,192.0,200.88,189.81,199.32,1967596.752,2.5941939468807864
2025-02-09,199.32,207.37,193.53,200.47,2879138.46,3.1861231212682717
2025-02-10,200.47,209.05,195.85,200.47,4040840.548,3.1861231212682717
2025-02-11,200.47,206.18,195.12,197.96,3930238.335,1.894173358039946
2025-02-12,197.95,198.56,188.48,196.78,3898533.321,1.2868025530162652
2025-02-13,196.78,198.47,188.78,194.25,2427771.876,-0.015441630636195766
2025-02-14,194.24,205.34,194.11,199.39,3727686.063,2.6302244183652386
2025-02-15,199.4,200.27,192.61,194.48,1633300.399,0.10294420424129536
2025-02-16,194.47,196.24,186.3,188.27,2009380.862,-3.0934733374510968
2025-02-17,188.26,189.72,174.63,177.53,4287573.73,-8.621577105208978
2025-02-18,177.53,179.09,160.88,169.32,6319186.166,-12.847436689314396
2025-02-19,169.32,174.3,163.75,168.93,3478319.262,-13.048177887584925
2025-02-20,168.94,176.65,167.66,176.0,2938753.335,-9.409100267654932
2025-02-21,176.0,180.52,167.15,168.94,4103682.857,-13.043030677372865
2025-02-22,168.94,174.68,168.07,172.07,1886813.457,-11.431953880996504
2025-02-23,172.07,173.07,166.42,167.94,1488310.759,-13.55775169857937
2025-02-24,167.94,169.69,138.0,141.81,7997237.915,-27.00741198270537
2025-02-25,141.81,147.09,131.91,144.33,11747010.145,-25.710315009264974
2025-02-26,144.33,145.19,130.65,135.32,5368401.059,-30.3479514103356
2025-02-27,135.33,142.9,134.71,137.68,4322990.459,-29.133209800288242
2025-02-28,137.68,148.72,125.55,148.18,10039960.613,-23.728639077619924
2025-03-01,148.18,151.25,138.57,143.66,4151855.758,-26.05517809347334
2025-03-02,143.66,179.85,140.04,178.71,13474639.846,-8.014206300185297
2025-03-03,178.72,179.47,139.21,142.16,11096202.04,-26.8272596252831
2025-03-04,142.16,147.0,130.66,144.79,10389598.334,-25.47354333950999
