timestamp,open,high,low,close,volume,pct_change
2025-01-01,702.31,711.5,700.3,707.84,135703.339,0.0
2025-01-02,707.84,715.8,698.04,706.25,292533.811,-0.2246270343580515
2025-01-03,706.24,715.69,697.03,714.88,291701.675,0.9945750452079514
2025-01-04,714.87,721.84,707.82,713.41,167274.262,0.7869009945750362
2025-01-05,713.41,713.93,702.51,709.29,115144.345,0.20484855334537916
2025-01-06,709.29,745.29,705.91,729.42,357347.859,3.0487115732368792
2025-01-07,729.42,733.33,691.2,698.01,436096.682,-1.3887319168173655
2025-01-08,698.0,707.46,674.72,696.03,427277.957,-1.6684561482821059
2025-01-09,696.03,701.72,675.12,685.48,331906.578,-3.1589059674502726
2025-01-10,685.47,700.69,683.18,693.21,234590.487,-2.066851265822784
2025-01-11,693.21,701.47,690.39,696.7,87734.79,-1.5738019891500883
2025-01-12,696.71,698.63,689.8,693.34,78211.295,-2.048485533453888
2025-01-13,693.35,700.0,660.0,688.64,386629.943,-2.712477396021706
2025-01-14,688.64,699.97,686.3,698.89,159723.609,-1.2644100361663717
2025-01-15,698.89,715.0,688.45,714.59,282718.752,0.9536053345388787
2025-01-16,714.59,717.5,700.5,708.1,268104.726,0.03673146473779257
2025-01-17,708.1,729.97,708.1,721.76,289751.278,1.9665461121157264
2025-01-18,721.76,723.32,695.0,709.52,370480.456,0.23734177215189167
2025-01-19,709.52,714.6,676.0,683.19,712985.298,-3.482425406871606
2025-01-20,683.2,709.38,671.0,682.51,668236.487,-3.5784923146473835
2025-01-21,682.51,697.0,675.01,692.21,294203.471,-2.2081261301989143
2025-01-22,692.21,704.13,689.93,695.52,218410.233,-1.7405063291139309
2025-01-23,695.52,697.65,680.26,689.74,331191.456,-2.5570750452079594
2025-01-24,689.73,691.31,678.75,680.45,280584.305,-3.869518535262204
2025-01-25,680.45,689.56,677.68,686.4,140203.276,-3.028933092224239
2025-01-26,686.4,690.82,664.64,667.37,195887.168,-5.7173937613019925
2025-01-27,667.36,680.53,637.79,679.74,486667.795,-3.9698236889692615
2025-01-28,679.75,682.88,659.4,661.29,202591.474,-6.576344936708869
2025-01-29,661.28,680.01,659.37,667.97,255536.138,-5.632628842676311
2025-01-30,667.97,682.99,666.0,677.53,145419.421,-4.282041139240515
2025-01-31,677.53,689.44,673.5,677.47,190707.861,-4.290517631103075
2025-02-01,677.48,681.56,650.73,652.94,177371.372,-7.755990054249544
2025-02-02,652.94,663.22,600.0,617.8,506728.603,-12.720388788426773
2025-02-03,617.8,619.19,500.0,617.21,1340856.885,-12.80374095840868
2025-02-04,617.21,619.24,557.88,572.69,549571.473,-19.093297920433994
2025-02-05,572.69,580.0,561.22,569.55,227055.225,-19.536900994575053
2025-02-06,569.55,589.99,568.87,571.72,334342.953,-19.230334538878843
2025-02-07,571.71,589.9,570.58,577.71,222673.88,-18.38409810126582
2025-02-08,577.7,633.73,573.62,612.39,490805.546,-13.484685804701632
2025-02-09,612.39,648.13,602.4,615.81,774091.071,-13.001525768535274
2025-02-10,615.81,622.42,596.24,618.65,360129.038,-12.600305153707058
2025-02-11,618.65,646.94,615.08,642.11,488539.291,-9.28599683544304
2025-02-12,642.12,705.48,626.88,696.93,822216.623,-1.541308770343592
2025-02-13,696.92,732.0,658.28,664.72,1766921.695,-6.091772151898735
2025-02-14,664.73,684.86,652.0,659.71,650460.875,-6.799559222423146
2025-02-15,659.72,671.43,653.46,662.21,255950.897,-6.446372061482821
2025-02-16,662.21,686.04,653.11,673.1,362205.963,-4.907888788426764
2025-02-17,673.1,682.29,657.99,667.51,323350.276,-5.6976152802893365
2025-02-18,667.52,668.3,629.65,648.18,366356.988,-8.428458408679939
2025-02-19,648.19,664.44,636.99,653.38,352798.243,-7.693829113924055
2025-02-20,653.38,659.03,645.88,656.36,215894.368,-7.272830018083185
2025-02-21,656.36,668.5,635.0,647.47,317327.155,-8.528763562386981
2025-02-22,647.47,679.9,645.21,668.57,297923.184,-5.54786392405063
2025-02-23,668.57,671.1,648.49,658.42,166658.013,-6.9818037974683635
2025-02-24,658.41,659.56,610.6,614.2,360147.153,-13.22897830018083
2025-02-25,614.19,628.7,586.0,623.49,647434.612,-11.916534810126585
2025-02-26,623.49,632.14,594.07,611.57,428035.431,-13.60053119349005
2025-02-27,611.57,619.77,595.84,605.41,295518.116,-14.470784358047025
2025-02-28,605.41,606.33,559.71,588.07,600999.319,-16.92049050632911
2025-03-01,588.07,609.48,586.4,607.93,292254.356,-14.114771699819178
2025-03-02,607.94,635.01,601.5,623.94,469069.23,-11.85296112115732
2025-03-03,623.94,624.36,567.5,576.1,497949.879,-18.611550632911392
2025-03-04,576.09,588.75,546.83,584.01,488869.851,-17.49406645569621
2025-03-05,584.01,606.06,580.57,598.24,206205.988,-15.483725135623871
2025-03-06,598.25,612.9,589.2,596.5,223701.39,-15.72954339963834
2025-03-07,596.49,610.2,577.23,594.77,289363.933,-15.973948915009048
2025-03-08,594.77,602.77,590.11,593.1,117220.631,-16.20987793851718
2025-03-09,593.1,593.1,550.2,554.65,246382.904,-21.641896473779394
2025-03-10,554.65,573.4,523.01,531.49,410154.62,-24.91382233273056
2025-03-11,531.49,566.0,507.0,551.61,691870.521,-22.071372061482823
2025-03-12,551.61,574.95,544.63,569.87,367224.211,-19.491693037974684
2025-03-13,569.87,613.71,567.99,579.8,647497.028,-18.08883363471972
2025-03-14,579.8,589.81,576.61,587.76,213012.082,-16.964285714285722
2025-03-15,587.76,619.96,587.49,619.83,254324.009,-12.433600813743217
2025-03-16,619.82,622.8,593.06,602.2,255774.316,-14.924276672694392
2025-03-17,602.21,643.72,602.04,631.69,591668.184,-10.75808092224231
2025-03-18,631.68,643.33,620.28,627.81,443437.833,-11.306227396021711
2025-03-19,627.81,628.2,604.36,618.7,399993.645,-12.593241410488243
2025-03-20,618.71,637.75,616.55,630.47,578472.125,-10.930436256781194
2025-03-21,630.47,637.8,624.92,635.17,262205.569,-10.266444394213392
2025-03-22,635.16,636.1,623.79,627.01,140206.083,-11.419247287522609
2025-03-23,627.01,629.14,619.5,620.6,117384.943,-12.3248191681736
