timestamp,open,high,low,close,volume,pct_change
2025-01-01,3337.78,3374.85,3313.88,3360.38,190238.5861,0.0
2025-01-02,3360.39,3509.99,3354.5,3455.67,338632.8874,2.835691201590295
2025-01-03,3455.68,3630.0,3423.44,3609.01,334041.0604,7.398865604485209
2025-01-04,3609.0,3671.6,3572.42,3656.88,229266.3133,8.823406876603242
2025-01-05,3656.88,3675.25,3593.7,3635.99,155444.1741,8.201750992447272
2025-01-06,3636.0,3744.83,3610.63,3687.45,329642.3648,9.733125420339357
2025-01-07,3687.44,3700.86,3356.31,3381.31,541543.2874,0.6228462257244667
2025-01-08,3381.31,3415.1,3208.2,3327.29,584749.9627,-0.9847100625524537
2025-01-09,3327.29,3357.27,3158.0,3219.2,501818.4247,-4.201310566066942
2025-01-10,3219.2,3322.49,3193.97,3267.04,454142.1333,-2.7776620501252878
2025-01-11,3267.05,3320.18,3217.56,3282.83,151679.7487,-2.3077747159547486
2025-01-12,3282.83,3300.0,3224.49,3267.3,164879.9709,-2.769924829929946
2025-01-13,3267.3,3339.0,2920.0,3137.51,845907.5669,-6.632285634362776
2025-01-14,3137.51,3256.67,3125.65,3225.63,374308.4517,-4.009963158928454
2025-01-15,3225.63,3473.75,3186.36,3451.52,464188.034,2.71219326385706
2025-01-16,3451.51,3460.79,3265.44,3308.05,471282.6787,-1.557264357007241
2025-01-17,3308.04,3525.72,3307.5,3473.63,518550.1813,3.3701545658526713
2025-01-18,3473.64,3494.39,3227.0,3307.71,634197.1281,-1.5673822603396066
2025-01-19,3307.71,3448.99,3130.48,3215.12,1342301.5217,-4.322725406055274
2025-01-20,3215.2,3453.69,3142.78,3284.0,1158354.7814,-2.272957225075739
2025-01-21,3283.99,3368.0,3204.6,3327.54,548706.0513,-0.977270427749247
2025-01-22,3327.55,3365.99,3222.85,3242.6,349240.7498,-3.504960748486784
2025-01-23,3242.61,3347.97,3185.0,3338.21,605592.7225,-0.6597468143483793
2025-01-24,3338.22,3428.0,3275.9,3310.09,451524.2752,-1.4965569370130747
2025-01-25,3310.1,3350.68,3268.66,3318.77,208559.0415,-1.2382528166457403
2025-01-26,3318.76,3362.0,3230.0,3232.61,272165.469,-3.802248555222921
2025-01-27,3232.61,3253.91,3020.01,3182.44,753004.7529,-5.2952344675304595
2025-01-28,3182.44,3223.01,3040.03,3077.72,350959.7173,-8.411548693897723
2025-01-29,3077.72,3182.52,3054.06,3113.9,409737.2576,-7.33488474517763
2025-01-30,3113.9,3283.43,3091.06,3247.39,350639.4823,-3.3624173456573434
2025-01-31,3247.38,3437.31,3213.8,3300.99,648681.6561,-1.7673596438498123
2025-02-01,3300.99,3331.98,3101.7,3117.54,354065.2525,-7.226563662442942
2025-02-02,3117.54,3163.2,2750.71,2869.68,1050805.93,-14.602515191734275
2025-02-03,2869.68,2921.0,2125.01,2879.9,2807979.021,-14.298382920979174
2025-02-04,2879.89,2888.5,2632.6,2731.19,1259594.3919,-18.7237752873187
2025-02-05,2731.19,2826.95,2699.13,2788.25,686593.0429,-17.025753039834786
2025-02-06,2788.25,2857.64,2655.28,2686.64,719459.9571,-20.04951820925015
2025-02-07,2686.63,2797.5,2562.51,2622.1,695467.3612,-21.97013433004601
2025-02-08,2622.11,2667.3,2588.8,2632.46,379685.1509,-21.66183586380112
2025-02-09,2632.46,2698.9,2520.02,2627.18,387166.7911,-21.81896095084485
2025-02-10,2627.18,2693.79,2559.85,2661.19,398173.2716,-20.806873032216597
2025-02-11,2661.19,2725.04,2558.24,2602.59,484196.1435,-22.55072343008826
2025-02-12,2602.59,2795.45,2546.92,2738.27,646295.8959,-18.513084829691884
2025-02-13,2738.27,2757.28,2612.76,2675.87,443769.2853,-20.3700176765723
2025-02-14,2675.87,2791.78,2664.46,2725.95,419895.7862,-18.879710032793916
2025-02-15,2725.95,2739.0,2662.28,2693.04,202971.4295,-19.859063558288053
2025-02-16,2693.04,2727.31,2651.26,2661.41,191231.5314,-20.80032615358978
2025-02-17,2661.41,2849.7,2637.71,2744.05,639739.8197,-18.34108047304174
2025-02-18,2744.05,2756.93,2605.44,2671.99,604863.8737,-20.48548080871807
2025-02-19,2672.0,2736.7,2656.03,2715.5,326154.0202,-19.190686767567954
2025-02-20,2715.51,2770.59,2707.18,2738.04,336735.2544,-18.519929293710835
2025-02-21,2738.04,2845.32,2616.72,2663.0,890440.0604,-20.75301007624138
2025-02-22,2663.0,2798.07,2653.33,2763.22,444989.6669,-17.770609276331854
2025-02-23,2763.23,2857.34,2745.41,2819.69,611002.1222,-16.090144566983497
2025-02-24,2819.7,2839.95,2470.33,2513.52,876876.3707,-25.20131651777478
2025-02-25,2513.52,2533.49,2313.49,2495.7,1322016.8718,-25.731613686547362
2025-02-26,2495.69,2507.5,2253.77,2336.37,863087.2133,-30.473041739327105
2025-02-27,2336.38,2381.6,2230.57,2307.72,637583.9106,-31.325623887774608
2025-02-28,2307.72,2314.18,2076.26,2237.59,1291539.0557,-33.412590242770165
2025-03-01,2237.59,2281.14,2142.73,2217.39,446430.7271,-34.01371273486928
2025-03-02,2217.4,2550.58,2172.04,2518.11,1266684.7748,-25.0647248227879
2025-03-03,2518.12,2523.56,2097.91,2149.01,1109565.2003,-36.04860164624238
2025-03-04,2149.02,2221.88,1993.2,2171.51,1257822.3372,-35.37903451395377
2025-03-05,2171.5,2273.51,2155.03,2241.59,687130.7897,-33.29355608591885
2025-03-06,2241.59,2319.99,2176.9,2202.2,596908.3935,-34.46574494551212
2025-03-07,2202.21,2258.47,2101.82,2141.6,782387.2606,-36.26911242180944
2025-03-08,2141.6,2234.93,2105.06,2203.58,328793.0979,-34.42467816139842
2025-03-09,2203.57,2212.0,1989.66,2020.41,601671.5882,-39.875549789011956
2025-03-10,2020.43,2152.4,1810.01,1865.1,1248745.3514,-44.497348514156144
2025-03-11,1865.11,1963.2,1754.28,1923.43,1171427.9995,-42.76153292187193
2025-03-12,1923.42,1960.0,1829.72,1908.2,788739.6763,-43.21475547408329
2025-03-13,1908.2,1923.09,1821.81,1864.59,569537.2622,-44.51252536915468
2025-03-14,1864.59,1945.64,1861.31,1911.65,375805.7355,-43.11208851379904
2025-03-15,1911.64,1957.19,1903.75,1937.17,209545.8675,-42.35265059308769
2025-03-16,1937.18,1940.87,1860.38,1887.0,324766.6564,-43.84563650539523
2025-03-17,1887.01,1952.4,1879.98,1926.31,334840.4877,-42.67582832893899
2025-03-18,1926.3,1936.2,1872.31,1931.54,332896.0155,-42.52019116885591
2025-03-19,1931.54,2069.9,1927.58,2056.06,691809.5034,-38.814657866074675
2025-03-20,2056.05,2067.9,1952.17,1983.79,401518.9282,-40.96530749498569
2025-03-21,1983.79,1996.73,1937.1,1965.75,262641.659,-41.50215154238509
2025-03-22,1965.74,2006.61,1964.34,1980.69,170782.9574,-41.05755896654545
2025-03-23,1980.68,2020.74,1976.81,2005.0,202110.5558,-40.334128878281625
