date;price;ticker
2025-02-25;4.297999858856201;^TNX
2025-02-26;4.249000072479248;^TNX
2025-02-27;4.284999847412109;^TNX
2025-02-28;4.230999946594238;^TNX
2025-03-03;4.179999828338623;^TNX
2025-03-04;4.210000038146973;^TNX
2025-03-05;4.264999866485596;^TNX
2025-03-06;4.285999774932861;^TNX
2025-03-07;4.316999912261963;^TNX
2025-03-10;4.2129998207092285;^TNX
2025-03-11;4.288000106811523;^TNX
2025-03-12;4.317999839782715;^TNX
2025-03-13;4.27400016784668;^TNX
2025-03-14;4.308000087738037;^TNX
2025-03-17;4.306000232696533;^TNX
2025-03-18;4.281000137329102;^TNX
2025-03-19;4.25600004196167;^TNX
2025-03-20;4.232999801635742;^TNX
2025-03-21;4.251999855041504;^TNX
2025-03-24;4.330999851226807;^TNX
2025-03-25;4.307000160217285;^TNX
2025-03-26;4.3379998207092285;^TNX
2025-03-27;4.36899995803833;^TNX
2025-03-28;4.255000114440918;^TNX
2025-03-31;4.245999813079834;^TNX
2025-04-01;4.156000137329102;^TNX
2025-04-02;4.196000099182129;^TNX
2025-04-03;4.054999828338623;^TNX
2025-04-04;3.984999895095825;^TNX
2025-04-07;4.154999732971191;^TNX
2025-02-25;4.182000160217285;^IRX
2025-02-26;4.192999839782715;^IRX
2025-02-27;4.195000171661377;^IRX
2025-02-28;4.192999839782715;^IRX
2025-03-03;4.192999839782715;^IRX
2025-03-04;4.195000171661377;^IRX
2025-03-05;4.204999923706055;^IRX
2025-03-06;4.197000026702881;^IRX
2025-03-07;4.197000026702881;^IRX
2025-03-10;4.184999942779541;^IRX
2025-03-11;4.195000171661377;^IRX
2025-03-12;4.197000026702881;^IRX
2025-03-13;4.188000202178955;^IRX
2025-03-14;4.188000202178955;^IRX
2025-03-17;4.188000202178955;^IRX
2025-03-18;4.195000171661377;^IRX
2025-03-19;4.190000057220459;^IRX
2025-03-20;4.182000160217285;^IRX
2025-03-21;4.184999942779541;^IRX
2025-03-24;4.182000160217285;^IRX
2025-03-25;4.182000160217285;^IRX
2025-03-26;4.190000057220459;^IRX
2025-03-27;4.188000202178955;^IRX
2025-03-28;4.188000202178955;^IRX
2025-03-31;4.192999839782715;^IRX
2025-04-01;4.199999809265137;^IRX
2025-04-02;4.203000068664551;^IRX
2025-04-03;4.184999942779541;^IRX
2025-04-04;4.15500020980835;^IRX
2025-04-07;4.150000095367432;^IRX
