date;price;ticker
2025-02-25;5955.25;^GSPC
2025-02-26;5956.06005859375;^GSPC
2025-02-27;5861.56982421875;^GSPC
2025-02-28;5954.5;^GSPC
2025-03-03;5849.72021484375;^GSPC
2025-03-04;5778.14990234375;^GSPC
2025-03-05;5842.6298828125;^GSPC
2025-03-06;5738.52001953125;^GSPC
2025-03-07;5770.2001953125;^GSPC
2025-03-10;5614.56005859375;^GSPC
2025-03-11;5572.06982421875;^GSPC
2025-03-12;5599.2998046875;^GSPC
2025-03-13;5521.52001953125;^GSPC
2025-03-14;5638.93994140625;^GSPC
2025-03-17;5675.1201171875;^GSPC
2025-03-18;5614.66015625;^GSPC
2025-03-19;5675.2900390625;^GSPC
2025-03-20;5662.89013671875;^GSPC
2025-03-21;5667.56005859375;^GSPC
2025-03-24;5767.56982421875;^GSPC
2025-03-25;5776.64990234375;^GSPC
2025-03-26;5712.2001953125;^GSPC
2025-03-27;5693.31005859375;^GSPC
2025-03-28;5580.93994140625;^GSPC
2025-03-31;5611.85009765625;^GSPC
2025-04-01;5633.06982421875;^GSPC
2025-04-02;5670.97021484375;^GSPC
2025-04-03;5396.52001953125;^GSPC
2025-04-04;5074.080078125;^GSPC
2025-04-07;5062.25;^GSPC
2025-02-25;19026.390625;^IXIC
2025-02-26;19075.259765625;^IXIC
2025-02-27;18544.419921875;^IXIC
2025-02-28;18847.279296875;^IXIC
2025-03-03;18350.189453125;^IXIC
2025-03-04;18285.16015625;^IXIC
2025-03-05;18552.73046875;^IXIC
2025-03-06;18069.259765625;^IXIC
2025-03-07;18196.220703125;^IXIC
2025-03-10;17468.3203125;^IXIC
2025-03-11;17436.099609375;^IXIC
2025-03-12;17648.44921875;^IXIC
2025-03-13;17303.009765625;^IXIC
2025-03-14;17754.08984375;^IXIC
2025-03-17;17808.66015625;^IXIC
2025-03-18;17504.119140625;^IXIC
2025-03-19;17750.7890625;^IXIC
2025-03-20;17691.630859375;^IXIC
2025-03-21;17784.05078125;^IXIC
2025-03-24;18188.58984375;^IXIC
2025-03-25;18271.859375;^IXIC
2025-03-26;17899.01953125;^IXIC
2025-03-27;17804.029296875;^IXIC
2025-03-28;17322.990234375;^IXIC
2025-03-31;17299.2890625;^IXIC
2025-04-01;17449.890625;^IXIC
2025-04-02;17601.05078125;^IXIC
2025-04-03;16550.609375;^IXIC
2025-04-04;15587.7900390625;^IXIC
2025-04-07;15603.26171875;^IXIC
2025-02-25;43621.16015625;^DJI
2025-02-26;43433.12109375;^DJI
2025-02-27;43239.5;^DJI
2025-02-28;43840.91015625;^DJI
2025-03-03;43191.23828125;^DJI
2025-03-04;42520.98828125;^DJI
2025-03-05;43006.58984375;^DJI
2025-03-06;42579.078125;^DJI
2025-03-07;42801.71875;^DJI
2025-03-10;41911.7109375;^DJI
2025-03-11;41433.48046875;^DJI
2025-03-12;41350.9296875;^DJI
2025-03-13;40813.5703125;^DJI
2025-03-14;41488.19140625;^DJI
2025-03-17;41841.62890625;^DJI
2025-03-18;41581.30859375;^DJI
2025-03-19;41964.62890625;^DJI
2025-03-20;41953.3203125;^DJI
2025-03-21;41985.3515625;^DJI
2025-03-24;42583.3203125;^DJI
2025-03-25;42587.5;^DJI
2025-03-26;42454.7890625;^DJI
2025-03-27;42299.69921875;^DJI
2025-03-28;41583.8984375;^DJI
2025-03-31;42001.76171875;^DJI
2025-04-01;41989.9609375;^DJI
2025-04-02;42225.3203125;^DJI
2025-04-03;40545.9296875;^DJI
2025-04-04;38314.859375;^DJI
2025-04-07;37965.6015625;^DJI
