date,ticker,price
2025-02-25,BND,72.87308502197266
2025-02-26,BND,72.9823989868164
2025-02-27,BND,72.89295959472656
2025-02-28,BND,73.20103454589844
2025-03-03,BND,73.36947631835938
2025-03-04,BND,73.16016387939453
2025-03-05,BND,72.90101623535156
2025-03-06,BND,72.8412094116211
2025-03-07,BND,72.76146697998047
2025-03-10,BND,73.10035705566406
2025-03-11,BND,72.82127380371094
2025-03-12,BND,72.67176818847656
2025-03-13,BND,72.89104461669922
2025-03-14,BND,72.71163177490234
2025-03-17,BND,72.81130981445312
2025-03-18,BND,72.89104461669922
2025-03-19,BND,73.1103286743164
2025-03-20,BND,73.14022827148438
2025-03-21,BND,73.0804214477539
2025-03-24,BND,72.76146697998047
2025-03-25,BND,72.8511734008789
2025-03-26,BND,72.69169616699219
2025-03-27,BND,72.66179656982422
2025-03-28,BND,73.0804214477539
2025-03-31,BND,73.20999908447266
2025-04-01,BND,73.44000244140625
2025-04-02,BND,73.37999725341797
2025-04-03,BND,73.76000213623047
2025-04-04,BND,73.81999969482422
2025-04-07,BND,72.93000030517578
2025-02-25,IEF,94.07609558105469
2025-02-26,IEF,94.33452606201172
2025-02-27,IEF,94.22518920898438
2025-02-28,IEF,94.74203491210938
2025-03-03,IEF,95.0859375
2025-03-04,IEF,94.7868881225586
2025-03-05,IEF,94.25857543945312
2025-03-06,IEF,94.208740234375
2025-03-07,IEF,94.08911895751953
2025-03-10,IEF,94.74702453613281
2025-03-11,IEF,94.4081039428711
2025-03-12,IEF,94.12899780273438
2025-03-13,IEF,94.50778198242188
2025-03-14,IEF,94.17884063720703
2025-03-17,IEF,94.25857543945312
2025-03-18,IEF,94.36822509765625
2025-03-19,IEF,94.65730285644531
2025-03-20,IEF,94.79685974121094
2025-03-21,IEF,94.71710968017578
2025-03-24,IEF,94.16886901855469
2025-03-25,IEF,94.32835388183594
2025-03-26,IEF,94.10906219482422
2025-03-27,IEF,94.02931213378906
2025-03-28,IEF,94.7868881225586
2025-03-31,IEF,95.06600189208984
2025-04-01,IEF,95.4000015258789
2025-04-02,IEF,95.30999755859375
2025-04-03,IEF,96.29000091552734
2025-04-04,IEF,96.55999755859375
2025-04-07,IEF,95.41000366210938
2025-02-25,LQD,108.52796936035156
2025-02-26,LQD,108.75621032714844
2025-02-27,LQD,108.29971313476562
2025-02-28,LQD,108.77606201171875
2025-03-03,LQD,109.11974334716797
2025-03-04,LQD,108.76112365722656
2025-03-05,LQD,108.41246795654297
2025-03-06,LQD,108.07376861572266
2025-03-07,LQD,107.9044189453125
2025-03-10,LQD,108.27300262451172
2025-03-11,LQD,107.56572723388672
2025-03-12,LQD,107.24695587158203
2025-03-13,LQD,107.58564758300781
2025-03-14,LQD,107.53583526611328
2025-03-17,LQD,107.75499725341797
2025-03-18,LQD,108.01399993896484
2025-03-19,LQD,108.65154266357422
2025-03-20,LQD,108.4921646118164
2025-03-21,LQD,108.34273529052734
2025-03-24,LQD,107.87454223632812
2025-03-25,LQD,107.98411560058594
2025-03-26,LQD,107.5457992553711
2025-03-27,LQD,107.41630554199219
2025-03-28,LQD,108.06381225585938
2025-03-31,LQD,108.27300262451172
2025-04-01,LQD,108.66000366210938
2025-04-02,LQD,108.91000366210938
2025-04-03,LQD,108.9000015258789
2025-04-04,LQD,108.77999877929688
2025-04-07,LQD,106.66000366210938
2025-02-25,SHY,81.87958526611328
2025-02-26,SHY,81.90938568115234
2025-02-27,SHY,81.93919372558594
2025-02-28,SHY,82.08822631835938
2025-03-03,SHY,82.14104461669922
2025-03-04,SHY,82.15101623535156
2025-03-05,SHY,82.06131744384766
2025-03-06,SHY,82.11114501953125
2025-03-07,SHY,82.10118103027344
2025-03-10,SHY,82.25067138671875
2025-03-11,SHY,82.20084381103516
2025-03-12,SHY,82.14104461669922
2025-03-13,SHY,82.20084381103516
2025-03-14,SHY,82.14104461669922
2025-03-17,SHY,82.11114501953125
2025-03-18,SHY,82.11114501953125
2025-03-19,SHY,82.23074340820312
2025-03-20,SHY,82.25067138671875
2025-03-21,SHY,82.30050659179688
2025-03-24,SHY,82.19087982177734
2025-03-25,SHY,82.22077941894531
2025-03-26,SHY,82.20084381103516
2025-03-27,SHY,82.24070739746094
2025-03-28,SHY,82.39019775390625
2025-03-31,SHY,82.45000457763672
2025-04-01,SHY,82.4800033569336
2025-04-02,SHY,82.41999816894531
2025-04-03,SHY,82.7300033569336
2025-04-04,SHY,82.68000030517578
2025-04-07,SHY,82.69000244140625
2025-02-25,TLT,90.80680084228516
2025-02-26,TLT,91.34317779541016
2025-02-27,TLT,90.6975326538086
2025-02-28,TLT,91.81002807617188
2025-03-03,TLT,92.23848724365234
2025-03-04,TLT,91.10256958007812
2025-03-05,TLT,90.37518310546875
2025-03-06,TLT,90.07625579833984
2025-03-07,TLT,89.78730010986328
2025-03-10,TLT,90.72393035888672
2025-03-11,TLT,90.07625579833984
2025-03-12,TLT,89.53819274902344
2025-03-13,TLT,90.32536315917969
2025-03-14,TLT,89.84707641601562
2025-03-17,TLT,90.29547119140625
2025-03-18,TLT,90.38514709472656
2025-03-19,TLT,90.85346221923828
2025-03-20,TLT,90.91324615478516
2025-03-21,TLT,90.37518310546875
2025-03-24,TLT,89.4485092163086
2025-03-25,TLT,89.43855285644531
2025-03-26,TLT,88.85066223144531
2025-03-27,TLT,88.59159851074219
2025-03-28,TLT,89.81718444824219
2025-03-31,TLT,90.7040023803711
