,eu,us
2025-04-09 05:21:00+00:00,,
2025-04-09 05:26:00+00:00,,
2025-04-09 05:31:00+00:00,,
2025-04-09 05:36:00+00:00,,
2025-04-09 05:41:00+00:00,,
2025-04-09 05:46:00+00:00,,
2025-04-09 05:51:00+00:00,,
2025-04-09 05:56:00+00:00,,
2025-04-09 06:01:00+00:00,,
2025-04-09 06:06:00+00:00,,
2025-04-09 06:11:00+00:00,,
2025-04-09 06:16:00+00:00,,
2025-04-09 06:21:00+00:00,,
2025-04-09 06:26:00+00:00,,
2025-04-09 06:31:00+00:00,,
2025-04-09 06:36:00+00:00,,
2025-04-09 06:41:00+00:00,,
2025-04-09 06:46:00+00:00,,
2025-04-09 06:51:00+00:00,,
2025-04-09 06:56:00+00:00,,
2025-04-09 07:01:00+00:00,,
2025-04-09 07:06:00+00:00,85.0,
2025-04-09 07:11:00+00:00,85.08000183105469,
2025-04-09 07:16:00+00:00,84.58999633789062,
2025-04-09 07:21:00+00:00,83.97000122070312,
2025-04-09 07:26:00+00:00,83.72000122070312,
2025-04-09 07:31:00+00:00,84.04000091552734,
2025-04-09 07:36:00+00:00,84.0199966430664,
2025-04-09 07:41:00+00:00,84.08999633789062,
2025-04-09 07:46:00+00:00,84.05999755859375,
2025-04-09 07:51:00+00:00,83.56999969482422,
2025-04-09 07:56:00+00:00,83.41999816894531,
2025-04-09 08:01:00+00:00,82.5199966430664,
2025-04-09 08:06:00+00:00,82.58999633789062,
2025-04-09 08:11:00+00:00,82.55999755859375,
2025-04-09 08:16:00+00:00,82.37000274658203,
2025-04-09 08:21:00+00:00,82.54000091552734,
2025-04-09 08:26:00+00:00,82.30000305175781,
2025-04-09 08:31:00+00:00,82.48999786376953,
2025-04-09 08:36:00+00:00,83.01000213623047,
2025-04-09 08:41:00+00:00,83.33999633789062,
2025-04-09 08:46:00+00:00,83.13999938964844,
2025-04-09 08:51:00+00:00,82.87000274658203,
2025-04-09 08:56:00+00:00,83.20999908447266,
2025-04-09 09:01:00+00:00,83.05000305175781,
2025-04-09 09:06:00+00:00,83.19000244140625,
2025-04-09 09:11:00+00:00,83.30999755859375,
2025-04-09 09:16:00+00:00,83.05999755859375,
2025-04-09 09:21:00+00:00,83.05999755859375,
2025-04-09 09:26:00+00:00,82.94999694824219,
2025-04-09 09:31:00+00:00,82.79000091552734,
2025-04-09 09:36:00+00:00,82.54000091552734,
2025-04-09 09:41:00+00:00,82.54000091552734,
2025-04-09 09:46:00+00:00,82.4800033569336,
2025-04-09 09:51:00+00:00,82.36000061035156,
2025-04-09 09:56:00+00:00,82.29000091552734,
2025-04-09 10:01:00+00:00,82.41000366210938,
2025-04-09 10:06:00+00:00,82.5999984741211,
2025-04-09 10:11:00+00:00,82.73999786376953,
2025-04-09 10:16:00+00:00,82.62000274658203,
2025-04-09 10:21:00+00:00,82.5999984741211,
2025-04-09 10:26:00+00:00,82.37000274658203,
2025-04-09 10:31:00+00:00,82.05000305175781,
2025-04-09 10:36:00+00:00,82.0,
2025-04-09 10:41:00+00:00,82.02999877929688,
2025-04-09 10:46:00+00:00,82.37000274658203,
2025-04-09 10:51:00+00:00,82.6500015258789,
2025-04-09 10:56:00+00:00,82.44999694824219,
2025-04-09 11:01:00+00:00,81.97000122070312,
2025-04-09 11:06:00+00:00,81.87000274658203,
2025-04-09 11:11:00+00:00,82.16999816894531,
2025-04-09 11:16:00+00:00,82.30999755859375,
2025-04-09 11:21:00+00:00,82.27999877929688,
2025-04-09 11:26:00+00:00,82.45999908447266,
2025-04-09 11:31:00+00:00,82.19999694824219,
2025-04-09 11:36:00+00:00,82.0999984741211,
2025-04-09 11:41:00+00:00,81.77999877929688,
2025-04-09 11:46:00+00:00,81.81999969482422,
2025-04-09 11:51:00+00:00,81.80000305175781,
2025-04-09 11:56:00+00:00,81.61000061035156,
2025-04-09 12:01:00+00:00,81.73999786376953,
2025-04-09 12:06:00+00:00,81.70999908447266,
2025-04-09 12:11:00+00:00,81.76000213623047,
2025-04-09 12:16:00+00:00,81.41999816894531,
2025-04-09 12:21:00+00:00,81.26000213623047,
2025-04-09 12:26:00+00:00,81.12999725341797,
2025-04-09 12:31:00+00:00,81.5199966430664,
2025-04-09 12:36:00+00:00,81.7300033569336,
2025-04-09 12:41:00+00:00,81.93000030517578,
2025-04-09 12:46:00+00:00,82.06999969482422,
2025-04-09 12:51:00+00:00,82.11000061035156,
2025-04-09 12:56:00+00:00,82.2699966430664,
2025-04-09 13:01:00+00:00,82.30999755859375,
2025-04-09 13:06:00+00:00,82.5199966430664,
2025-04-09 13:11:00+00:00,82.45999908447266,
2025-04-09 13:16:00+00:00,82.55999755859375,
2025-04-09 13:21:00+00:00,82.33999633789062,
2025-04-09 13:26:00+00:00,82.3499984741211,
2025-04-09 13:31:00+00:00,82.3499984741211,98.0199966430664
2025-04-09 13:36:00+00:00,82.45999908447266,98.16000366210938
2025-04-09 13:41:00+00:00,82.66000366210938,98.30999755859375
2025-04-09 13:46:00+00:00,82.51000213623047,98.19000244140625
2025-04-09 13:51:00+00:00,82.9000015258789,98.62000274658203
2025-04-09 13:56:00+00:00,83.04000091552734,98.92500305175781
2025-04-09 14:01:00+00:00,83.1500015258789,98.93000030517578
2025-04-09 14:06:00+00:00,83.0199966430664,98.9000015258789
2025-04-09 14:11:00+00:00,83.13999938964844,99.08999633789062
2025-04-09 14:16:00+00:00,83.12999725341797,99.06999969482422
2025-04-09 14:21:00+00:00,82.91999816894531,98.83000183105469
2025-04-09 14:26:00+00:00,82.70999908447266,98.63999938964844
2025-04-09 14:31:00+00:00,82.81999969482422,98.69000244140625
2025-04-09 14:36:00+00:00,82.58000183105469,98.41999816894531
2025-04-09 14:41:00+00:00,82.54000091552734,98.2699966430664
2025-04-09 14:46:00+00:00,82.66000366210938,98.41000366210938
2025-04-09 14:51:00+00:00,82.87000274658203,98.55999755859375
2025-04-09 14:56:00+00:00,82.6500015258789,98.2699966430664
2025-04-09 15:01:00+00:00,82.51000213623047,98.08999633789062
2025-04-09 15:06:00+00:00,82.31999969482422,97.86000061035156
2025-04-09 15:11:00+00:00,82.44999694824219,98.08499908447266
2025-04-09 15:16:00+00:00,82.55000305175781,98.13999938964844
2025-04-09 15:21:00+00:00,82.55000305175781,98.49500274658203
2025-04-09 15:26:00+00:00,82.55000305175781,98.5
2025-04-09 15:31:00+00:00,82.55000305175781,98.41000366210938
2025-04-09 15:36:00+00:00,82.55000305175781,98.1449966430664
2025-04-09 15:41:00+00:00,82.55000305175781,98.18000030517578
2025-04-09 15:46:00+00:00,82.55000305175781,98.46499633789062
2025-04-09 15:51:00+00:00,82.55000305175781,98.43000030517578
2025-04-09 15:56:00+00:00,82.55000305175781,98.30999755859375
2025-04-09 16:01:00+00:00,82.55000305175781,98.29499816894531
2025-04-09 16:06:00+00:00,82.55000305175781,98.19000244140625
2025-04-09 16:11:00+00:00,82.55000305175781,98.48719787597656
2025-04-09 16:16:00+00:00,82.55000305175781,98.55999755859375
2025-04-09 16:21:00+00:00,82.55000305175781,98.38999938964844
2025-04-09 16:26:00+00:00,82.55000305175781,98.19999694824219
2025-04-09 16:31:00+00:00,82.55000305175781,98.33999633789062
2025-04-09 16:36:00+00:00,82.55000305175781,98.47930145263672
2025-04-09 16:41:00+00:00,82.55000305175781,98.3499984741211
2025-04-09 16:46:00+00:00,82.55000305175781,98.69999694824219
2025-04-09 16:51:00+00:00,82.55000305175781,98.78500366210938
2025-04-09 16:56:00+00:00,82.55000305175781,98.7874984741211
2025-04-09 17:01:00+00:00,82.55000305175781,99.13569641113281
2025-04-09 17:06:00+00:00,82.55000305175781,98.73500061035156
2025-04-09 17:11:00+00:00,82.55000305175781,98.55999755859375
2025-04-09 17:16:00+00:00,82.55000305175781,100.27999877929688
2025-04-09 17:21:00+00:00,82.55000305175781,101.55030059814453
2025-04-09 17:26:00+00:00,82.55000305175781,101.49500274658203
2025-04-09 17:31:00+00:00,82.55000305175781,101.8949966430664
2025-04-09 17:36:00+00:00,82.55000305175781,101.81999969482422
2025-04-09 17:41:00+00:00,82.55000305175781,101.66000366210938
2025-04-09 17:46:00+00:00,82.55000305175781,102.36000061035156
2025-04-09 17:51:00+00:00,82.55000305175781,101.97000122070312
2025-04-09 17:56:00+00:00,82.55000305175781,102.16999816894531
2025-04-09 18:01:00+00:00,82.55000305175781,102.33499908447266
2025-04-09 18:06:00+00:00,82.55000305175781,102.08000183105469
2025-04-09 18:11:00+00:00,82.55000305175781,102.36640167236328
2025-04-09 18:16:00+00:00,82.55000305175781,102.47000122070312
2025-04-09 18:21:00+00:00,82.55000305175781,102.54499816894531
2025-04-09 18:26:00+00:00,82.55000305175781,102.625
2025-04-09 18:31:00+00:00,82.55000305175781,102.38999938964844
2025-04-09 18:36:00+00:00,82.55000305175781,102.43499755859375
2025-04-09 18:41:00+00:00,82.55000305175781,102.11499786376953
2025-04-09 18:46:00+00:00,82.55000305175781,102.05500030517578
2025-04-09 18:51:00+00:00,82.55000305175781,101.97000122070312
2025-04-09 18:56:00+00:00,82.55000305175781,102.01000213623047
2025-04-09 19:01:00+00:00,82.55000305175781,102.4749984741211
2025-04-09 19:06:00+00:00,82.55000305175781,102.48999786376953
2025-04-09 19:11:00+00:00,82.55000305175781,102.80999755859375
2025-04-09 19:16:00+00:00,82.55000305175781,102.6500015258789
2025-04-09 19:21:00+00:00,82.55000305175781,102.95999908447266
2025-04-09 19:26:00+00:00,82.55000305175781,103.29000091552734
2025-04-09 19:31:00+00:00,82.55000305175781,103.30999755859375
2025-04-09 19:36:00+00:00,82.55000305175781,103.44000244140625
2025-04-09 19:41:00+00:00,82.55000305175781,103.33000183105469
2025-04-09 19:46:00+00:00,82.55000305175781,103.54000091552734
2025-04-09 19:51:00+00:00,82.55000305175781,103.80999755859375
2025-04-09 19:56:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:01:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:06:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:11:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:16:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:21:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:26:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:31:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:36:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:41:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:46:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:51:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 20:56:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:01:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:06:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:11:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:16:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:21:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:26:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:31:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:36:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:41:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:46:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:51:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 21:56:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:01:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:06:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:11:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:16:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:21:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:26:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:31:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:36:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:41:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:46:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:51:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 22:56:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:01:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:06:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:11:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:16:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:21:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:26:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:31:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:36:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:41:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:46:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:51:00+00:00,82.55000305175781,103.88999938964844
2025-04-09 23:56:00+00:00,82.55000305175781,103.88999938964844
